,job,company,location,salary,description
0.0,Statistical Analyst,        Alorica,"Charlotte, NC",,"Participates in all aspects of business intelligence and project data ? Knowledge of fundamental methodologies of data analysis, such as basic modeling and..."
0.0,Data/Process Modeling Assoicate,        Alorica,"Indianapolis, IN",,"Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve..."
0.0,3032-Operations Research Analyst - Journeyman I,"        Integral Consulting Services, Inc.","Arlington, VA",,The SME shall also possess experience in the review and evaluation of identity data contained in large Federal data identity information repositories....
0.0,Research Scientist (Principal Investigator),    Best High Technologies LLC.,"Plainsboro, NJ",,"Compiles, records, calculates, and analyzes data in accordance with accepted standards and practices. Primary Duties and Responsibilities:...."
0.0,Data Engineer with Fun Company,    Recruiting for Good,"Los Angeles, CA",,"In this role, you will partner with product owners, data scientists, solutions engineers, and business analysts to facilitate the development, automation, and..."
0.0,"Senior Scientist - Biophysical Characterization, Analytical Sciences","    Oncobiologics, Inc.","Cranbury, NJ",,"Provide training to scientists. Internal expert on data interpretation, applications and instrumentation...."
0.0,Machine Learning Engineer,        Daimler,"Sunnyvale, CA",,"Excellent theoretical background in machine learning and data mining. Managing the data annotation process for specific learning problems, including the..."
0.0,"Scientist, Global Discovery Support and New Technologies",        GlaxoSmithKline,"Rockville, MD",,Understands data collection and reporting in area of responsibility. Able to work independently and take scientific direction from senior scientists....
0.0,"Post-Doctoral Research Fellow, High-Dimensional Data",        Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,"Fellow will engage in methodological research in functional data analysis, repeated measurement data and measurement error...."
0.0,Field Applications Specialist,        Thermo Fisher Scientific,North Carolina,,The Field Application Scientist (FAS) will be responsible for supporting and enhancing sales processes & enhancing market efforts by:....
0.0,"Analytical Scientist, Analytical R&D",        Tergus Pharma,"Durham, NC 27713",,"Assist with assembling data summaries. Analytical Scientist, Analytical R&D. Data entry into spreadsheets, as directed by senior laboratory personnel...."
0.0,Project Manager (Data Analysis),        Kaiser Permanente,"Bakersfield, CA",,"Provides managers with consulting, analytical services and decision support to improve performance. Assesses strategic options and/or address analytical"
0.0,Statistical Programmer,        Baylor Scott & White Health,"Temple, TX",,"Support will include data manipulation, analysis. The Baylor Scott & White Health Statistical...."
0.0,QC Analytical Sciences Scientist,"    Spark Therapeutics, Inc.","Philadelphia, PA",,"Trend and report method and Critical Reagents performance data. Provide support to QC investigations through experimental design, data mining and analysis,..."
0.0,Product Research Analyst,        DST Systems,"Kansas City, MO",,"Documents process, approach, data sources and calculations for all analyses. Strong attention to detail in producing, cross-checking, and validating data..."
0.0,Scientist,    Vium,"San Mateo, CA",,"We are seeking a highly motivated Scientist with experience in immunology/inflammation to join our team. Researchers can design, run, and analyze experiments..."
0.0,Machine Learning Engineer,        Twitter,"San Francisco, CA 94103 (South Of Market area)",,"You’re an relevance engineer, applied data scientist or machine-learning engineer who wants to work on exciting algorithmic and deep infrastructure issues...."
0.0,Junior Business Analyst Engineer,        Sidecar,"San Francisco, CA",,"Validate data to ensury accuracy. For this position, we are looking for a talented data scientist, who will be working directly with developers, business owners..."
0.0,Research Fellow - Molecular Pharmacology and Experimental Therapeutics Job,        Mayo Clinic,United States,,Works closely with experimental scientists to analyze and iterate through experimental data and designs. This will include algorithms to analyze and integrate...
0.0,Software Developer in Data Science,        Overstock.com,"Midvale, UT",,"Machine learning, data science, or analytics preferred. The Software Developer in Data Science is a skilled Java developer who also takes on many of the..."
0.0,Research Analyst,        Universities Space Research Association,"Greenbelt, MD",,The Visiting Scientist I/Research Analyst will research issues to improve flood monitoring and assessment....
0.0,Lead Data Scientist - Marketing Analytics,        Aetna,"Wellesley, MA",,Deep knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources....
0.0,Statistical Programmer,    Best High Technologies LLC.,"Plainsboro, NJ",,They also liaise with other departments to properly implement data models (e.g. Demonstrates a good understanding of tabulation and analysis data structure...
0.0,Computer Scientist - Artificial Intelligence,        USC,"Marina del Rey, CA",,ISI welcomes applications from computer scientists in any of the following areas:. ISI scientists have the opportunity to spend the majority of their time doing...
0.0,Information Scientist,        Outcomes Incorporated,"Wilmington, DE",$56 an hour,The ideal candidate is broadly familiar with industrial research documentation and data. This portfolio consists of formal technical reports in the Electronic...
0.0,"Postdoctoral Research Scientist, Lifelong Machine Learning",    Oculus VR,"Redmond, WA",,Analysis of computing data hierarchy from cloud to mobile device client. Formulation of new ML and data analysis approaches that harness always on device...
0.0,Data Management Analyst,        Boecore,"Redstone Arsenal, AL",,"The Data Scientist will also coordinate with data stewards, data analysts, and data architects in the development of transitional data models, cubes, and..."
0.0,Analytical Scientist,        Catalent Pharma Solutions,"Winchester, KY 40391",,"Be able to perform basic statistical data analysis. When necessary, the Analytical Scientist will conduct routine analytical testing for raw materials, in..."
0.0,Machine Learning and Analytics Developer,        Varen Technologies,"Fort Meade, MD",,Overview: Varen Technologies is an Intelligence Services Provider focusing on information technology services and solutions for the Defense and Intelligence
0.0,Research Analyst (104432 ),        California State University,"San Luis Obispo, CA","$4,476 - $6,000 a month",#104432 - RESEARCH ANALYST (Research Technician III) Academic Affairs - Institutional Research Salary commensurate with background and experience (Anticipated
0.0,"Analyst, Ad Sales Research",        NBCUniversal,"New York, NY",,"The Analyst, Ad Sales Research will be responsible for management and analysis of data in support of sales positioning for the NBCU Lifestyle Portfolio (Bravo,..."
0.0,Financial Data Engineer,        Charles Schwab,"Chicago, IL 60601 (Loop area)",,The Financial Data Engineer position combines the skills of a financial analyst and data scientist. Strong familiarity with financial market data is required....
0.0,Bioinformatics Analyst,    Guardant Health,"Redwood City, CA",,Experience with next-generation sequencing data analysis. Participate as a team member on data analysis tasks....
0.0,Research Analyst,        Foursquare,"New York, NY",,"Reconcile data and refine for the clients’ needs. Including quality assurance, data interpretation, insight generation, deck and report writing...."
0.0,Research Programmer/Analyst,        Alorica,"Sacramento, CA",,"Executing Data Analytics - Create/enhance analytical procedures, create data dissemination mechanisms/procedures which summarize data in an easy to understand..."
0.0,"Solution Manager - City Voices, McKinsey Solutions",        McKinsey & Company,"Chicago, IL",,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)..."
